respid	cps21_province	cps21_weight_general_restricted	ban_abortion	age	female	urban	religion	education
"R_AMT1SNG0B35P8rL"	"Ontario"	.6261567	0	59	0	1		"BA"
"R_AMt8VLoNeSUwXAd"	"Quebec"	.5260664	0	32	1	1	"Not very important"	"MA+"
"R_ANA7CbKZlrCCdUt"	"Quebec"	1.788458	0	57	0	0	"Not very important"	"HS"
"R_ANEyk1XOUllaI1z"	"Ontario"	.8362538	0	65	0	1	"Somewhat important"	"College"
"R_ANH74IWJOR513nH"	"Quebec"	.4261902	0	68	1	0	"Not important at all"	"College"
"R_ANIx3kFpJ6baMCt"	"Quebec"	.6694947		23	0		"Not very important"	"BA"
"R_ANwzJt88e5FmOg9"	"British Columbia"	.4408205		71	0			"BA"
"R_ANztVHrHVpafzpf"	"British Columbia"	.8872862	0	25	1	1	"Not very important"	"Some PS"
"R_AO70foLBtGATK2R"	"Quebec"	.4061206	0	54	0	1	"Very important"	"MA+"
"R_AaH2kFxm0wEVrGx"	"Ontario"	1.032227	0	31	0	1		"BA"
"R_AaMpu5W1Ov6zmjn"	"Quebec"	.5494294	0	48	0	1	"Somewhat important"	"MA+"
"R_AaN9bi1KnLCj8aZ"	"Alberta"	.3326543	0	79	0	1	"Somewhat important"	"MA+"
"R_Ab69wqwFYgXyYCJ"	"British Columbia"	2.370257	1	62	1	1	"Somewhat important"	"HS"
"R_AbKqXMo9YkpvF97"	"Ontario"	.8362538	1	67	0	0	"Very important"	"College"
"R_AbONyvgqEFLDJK1"	"British Columbia"	.4408205	0	78	0	1	"Somewhat important"	"MA+"
"R_AbTsMl40JGHCcfv"	"Quebec"	2.948296	0	31	0	0	"Very important"	"HS"
"R_AbyJfcuSvmvdsHf"	"Alberta"	1.389525		20	1		"Not very important"	"College"
"R_AbyMsiaUrbDUsJb"	"British Columbia"	1.116974	0	63	1	0	"Very important"	"College"
"R_AcIC8ALOCFoHlzr"	"Alberta"	.2613886	0	71	1	1	"Very important"	"BA"
"R_AcSXgtxoNWZKdfX"	"Quebec"	2.419556	0	35	0	1	"Not very important"	"HS"
"R_AcXO49ysFbNhZcJ"	"Ontario"	1.757969	1	43	0	1	"Very important"	"College"
"R_AcboJ85mGp3z6wx"	"Ontario"	1.381353	0	36	1	0		"College"
"R_AdMzuCJnDhy76Ct"	"Saskatchewan"	.5531893	0	59	1	1		"MA+"
"R_AdmuF8D5o7JXF0R"	"Quebec"	.9043904	0	67	1	1	"Not very important"	"HS"
"R_AgmdNgeSBIQ0Nnr"	"Alberta"	1.389525	0	31	1	0		"Some PS"
"R_Ah8eN8soN2F6cbT"	"British Columbia"	.4408205	0	79	0	1	"Somewhat important"	"MA+"
"R_AhNTdoFawp2d0MV"	"Quebec"	.8959352	0	46	1	0	"Not very important"	"College"
"R_AhYWDoc4PuH2DG9"	"Quebec"	.5494294		39	0		"Not very important"	"Some PS"
"R_AhbmlnTATgQ3yFj"	"Quebec"	1.788458	0	62	0	1		"HS"
"R_Ahg5RVqUbWN4My5"	"British Columbia"	1.116974	0	60	1	1	"Not very important"	"College"
"R_Ahzkp0aIG0p4AsF"	"Saskatchewan"	1.892506		27	1			"College"
"R_AjI3IT7vFwDCMvL"	"Ontario"	1.299434		52	0		"Somewhat important"	"Some PS"
"R_AjKVj1Zftt76yeB"	"Quebec"	2.948296	0	28	0	0		"Less than HS"
"R_AjPFRoXcD3yjBZL"	"Ontario"	1.563376	0	84	0	1	"Not very important"	"Some PS"
"R_AjReKrYHOeVTloR"	"Alberta"	.6903424	1	75	0	0	"Somewhat important"	"College"
"R_AjlZJQiNku2mWOZ"	"Alberta"	1.451235		48	0		"Not very important"	"College"
"R_AjnFeRgTO4fn7Yl"	"Quebec"	.8428035		60	0		"Not very important"	"College"
"R_AjnbINC34bmXTJ7"	"Ontario"	.8110893		31	1			"MA+"
"R_Ajnhyb84iCx4Fpf"	"Ontario"	.8471103	1	35	0	1	"Somewhat important"	"MA+"
"R_AjuOdCKHXukPCjn"	"Ontario"	1.381353		42	1		"Somewhat important"	"College"
"R_AmP1B70PgQiOSBj"	"Ontario"	2.142134		30	0		"Very important"	"College"
"R_AmPIv31QWLUfV7P"	"Quebec"	.4317231	1	41	1	1	"Very important"	"BA"
"R_AmU8PdkxXKezbsR"	"Alberta"	2.419823	0	42	1	1	"Very important"	"Less than HS"
"R_AmknPPCwAsqJ62B"	"Ontario"	.6571001	0	75	1	1		"Some PS"
"R_AnEuQnbpIHKqZlT"	"Ontario"	.4029644	0	76	0	1	"Not very important"	"MA+"
"R_AnbuG37nL24tweR"	"British Columbia"	.6849803	1	61	0	1	"Somewhat important"	"MA+"
"R_AnvmSU6Tbbe8L4Z"	"Ontario"	.6656307	0	38	1	1	"Not important at all"	"MA+"
"R_Ao0ryYYxbyxrdgB"	"Ontario"	1.021052		64	1		"Very important"	"College"
"R_Ao3zPNii8Q7Kinn"	"British Columbia"	1.92312		47	0			"College"
"R_AoKXmLnShSVhLxL"	"Ontario"	.8362538	0	65	0	1	"Somewhat important"	"College"
"R_AoNeSkx2yNb30el"	"Alberta"	1.788656		63	1		"Somewhat important"	"HS"
"R_AodlkvdPpB6g6Xf"	"Ontario"	.6656307	0	41	1	1		"Some PS"
"R_AohK4zRPg8CAdah"	"Ontario"	.4920129	1	53	1	1	"Very important"	"MA+"
"R_ApShG2MY6FZDmcV"	"Alberta"	1.140332	0	41	1	1		"College"
"R_ApSrpa6coUBwdwJ"	"Manitoba"	.8151861		21	0		"Somewhat important"	"BA"
"R_Apa0YuItwgg56Fj"	"Ontario"	.8110893	0	32	1	1		"BA"
"R_AppfYkvjeXU319T"	"Ontario"	.8110893	0	33	1	1		"MA+"
"R_AptchyqWIKo2fzb"	"Ontario"	1.683217	0	32	1	0	"Not important at all"	"College"
"R_AsKnP0ns1LDDSZX"	"British Columbia"	1.710246	0	81	0	1	"Somewhat important"	"BA"
"R_AsNoPfAMo0u62E9"	"Quebec"	.2613597		69	0		"Somewhat important"	"Some PS"
"R_At8yhGkTuVsC1RD"	"Ontario"	1.394389	0	75	1		"Not very important"	"HS"
"R_AtaV3NQntLfk8tr"	"Manitoba"	.494498	0	64	0	1		"Some PS"
"R_AtiBEv8cDkfobbH"	"Nova Scotia"	.6045221	0	38	1	1		"BA"
"R_AtjOZpNhQwyM0ud"	"Alberta"	.2613886	1	79	1	1	"Very important"	"BA"
"R_AtzPX74tnSwUki5"	"Alberta"	1.140332	0	41	1	1	"Somewhat important"	"Some PS"
"R_AummWdF51ZVPCQF"	"British Columbia"	3.01649	0	55	0	1	"Not important at all"	"HS"
"R_AupcuKqweHJZJvP"	"Ontario"	.6571001	0	75	1	1	"Very important"	"College"
"R_Av41uCMg70lxsVH"	"Quebec"	.9043904	0	66	1	1	"Not very important"	"HS"
"R_Av8HikiBtvdDnYl"	"Alberta"	.6695687		18	1			"Some PS"
"R_Av9A9HE9DN7O2uB"	"Quebec"	.2053677	0	65	1	0	"Not important at all"	"BA"
"R_AvLK2cE0puL2SSB"	"Quebec"	1.389372		21	0			"College"
"R_AvUBPG5rVBYukSt"	"Quebec"	.6694947	0	25	0	1		"BA"
"R_AvrSNIiqWTr6gJH"	"Quebec"	.2613597		75	0		"Somewhat important"	"BA"
"R_AvrxfvoanHqIFG1"	"Ontario"	1.381353	0	42	1	0		"College"
"R_AvxJzVOP06zAJ3P"	"Newfoundland and Labrador"	.3993181	0	68	1	0	"Not important at all"	"BA"
"R_AyQcCHeGOXU0677"	"Quebec"	.8428035		52	0		"Very important"	"College"
"R_AyXgt0g6LyDHDtT"	"Ontario"	1.394389	0	68	1	0	"Not very important"	"Less than HS"
"R_AyreVHnH7JEa8et"	"Ontario"	.8110893	0	26	1	1		"BA"
"R_AyxdlmOBQsHUdX3"	"Quebec"	.6694947		33	0			"MA+"
"R_AzAa7JYSqvt8V1v"	"Quebec"	.4261902	0	79	1	0	"Not very important"	"College"
"R_AzHsOVzkL0wUQM1"	"Ontario"	.4029644		72	0		"Very important"	"MA+"
"R_AzILBflhn6XxoVr"	"Nova Scotia"	.7366267	0	33	1	1		"BA"
"R_AzX1YkGsr5cByxP"	"British Columbia"	1.129198		33	0			"Some PS"
"R_AzYbEj6Z6JTR2Kt"	"Ontario"	4.955875	0	81	0	1		"HS"
"R_Azm9Vp8PWTJ3D8d"	"Ontario"	.6261567		63	0		"Very important"	"BA"
"R_AznT3RxwBcI5q2R"	"Alberta"	.6695687		32	1		"Not very important"	"BA"
"R_BAk5YWT21ptqush"	"Ontario"	.4920129	0	60	1	1	"Very important"	"BA"
"R_BDHYy1VLSYqoxmV"	"Saskatchewan"	1.553109	1	43	1	1	"Somewhat important"	"College"
"R_BDNNIK8PBBl0kb7"	"Quebec"	1.150966		77	0		"Not very important"	"HS"
"R_BDgYVTOb4hkYHRL"	"Quebec"	.6694947	0	27	0	0	"Not important at all"	"BA"
"R_BDoFJzEtkNlvt17"	"Ontario"	.8471103	0	36	0	1	"Not important at all"	"MA+"
"R_BDoZBKVFmhrkrkZ"	"Ontario"	.6571001		68	1		"Very important"	"College"
"R_BE3IbPlyrilUCIx"	"Alberta"	.3326543		69	0		"Somewhat important"	"BA"
"R_BE8hVhmhEnxLn7H"	"Quebec"	.6694947	1	25	0	1	"Somewhat important"	"Some PS"
"R_BEAPfIaxZZzYWtj"	"Manitoba"	.6689928		37	0		"Somewhat important"	"BA"
"R_BEOJCCDzHKHi8Qp"	"Quebec"	.6622466	0	61	1	1	"Not very important"	"College"
"R_BEVkr0HhoKXX733"	"Quebec"	1.40531	0	61	1	1		"HS"
"R_BEW9PVFUesKKUxz"	"Ontario"	1.299434	0	52	0	0	"Not important at all"	"College"
"R_BEb8FYetFgsxGSZ"	"Ontario"	.8471103	1	36	0	1	"Very important"	"MA+"
"R_BEbYaJg4H9w2rip"	"Ontario"	1.77456	1	73	0	1	"Very important"	"HS"
"R_BErkDf0FpRzDdSh"	"Ontario"	1.683217		32	1		"Not important at all"	"Some PS"
"R_BEtXvsLw2aLw253"	"Nova Scotia"	1.254537	0	48	1	0	"Not very important"	"College"
"R_BEzZlnUTUJjV2h3"	"Quebec"	.4317231		42	1		"Somewhat important"	"Some PS"
"R_BF9ZgAzBgXkyT9n"	"Ontario"	.6261567	0	54	0	1	"Somewhat important"	"MA+"
"R_BFeshfitQJTmlXP"	"Ontario"	.8110893	0	30	1	0	"Not very important"	"MA+"
"R_BG4aeziX9QKieYx"	"Ontario"	.6261567		54	0		"Somewhat important"	"MA+"
"R_BGiRYzmYDnhAGgp"	"British Columbia"	.4408205	0	69	0	1		"MA+"
"R_BGoJ79coSmSe1Il"	"Ontario"	1.032227	0	23	0	1		"BA"
"R_BGsLA5SbzEc9NVD"	"Ontario"	.6261567	1	61	0	1	"Not very important"	"MA+"
"R_BIWTOXiyL7jOl2x"	"Ontario"	.6571001	1	69	1	0	"Very important"	"College"
"R_BIX0799y5aiBGMN"	"British Columbia"	1.129198		29	0			"BA"
"R_BJLnWwnpOadZAdj"	"Manitoba"	.494498	1	62	0	0		"BA"
"R_BJNqYySb1XsOXVD"	"Ontario"	.6261567	1	61	0	0	"Not very important"	"BA"
"R_BJkqRusXA3nQ41P"	"Ontario"	.8110893		31	1		"Somewhat important"	"BA"
"R_BJq9GzhsuzKIJpf"	"Alberta"	2.27632		57	0		"Not very important"	"HS"
"R_BK4NWNltzxZ1x05"	"Ontario"	.8110893	0	24	1	0	"Not very important"	"BA"
"R_BKPD7D1tvd0Rn8J"	"Quebec"	1.788458	0	64	0	0	"Somewhat important"	"HS"
"R_BKTFst8w29ncNlD"	"Alberta"	1.072706	0	60	0	0	"Somewhat important"	"Some PS"
"R_BKcofFicfUb764F"	"Quebec"	.2053677	0	71	1	0	"Very important"	"BA"
"R_BKdtGasfYdotM53"	"Ontario"	.4029644	0	71	0	1	"Very important"	"MA+"
"R_BKgLT43VdT0WNj3"	"Quebec"	.4061206		54	0		"Not important at all"	"Some PS"
"R_BKgomy3Td5V6R0t"	"Ontario"	1.381353		39	1		"Somewhat important"	"Some PS"
"R_BLEWMKF4V02Lb5D"	"Manitoba"	.5189351	0	67	1	0	"Not very important"	"College"
"R_BLEWNNxpYKsgSvn"	"Ontario"	.4029644	0	79	0	1	"Not very important"	"BA"
"R_BLZrlv1iorHuoI9"	"Quebec"	.9043904	1	67	1	0	"Not very important"	"HS"
"R_BLZvDeHB7XEZ2ZH"	"Quebec"	.2613597	0	77	0	0		"MA+"
"R_BLnKwz2ql1xfxSx"	"Quebec"	.3191158		60	1		"Somewhat important"	"Some PS"
"R_BMmYOKjDnSKZeYV"	"British Columbia"	1.129198	0	30	0	1		"BA"
"R_BMsqZCZcpi4Bw7D"	"Quebec"	.6694947		28	0			"BA"
"R_BMvFzyjQEc8SgAF"	"Quebec"	1.788458		61	0		"Not very important"	"HS"
"R_BP1TNUNhmXaWljj"	"Ontario"	.4920129		63	1		"Not very important"	"BA"
"R_BP2kJDcn3WoKadj"	"Manitoba"	.2500586	0	73	1	1	"Very important"	"BA"
"R_BP3Pl97qriHy8db"	"Ontario"	.4920129	0	57	1	1	"Not very important"	"BA"
"R_BP9BfuA6wf82RW1"	"Quebec"	.5494294		46	0		"Somewhat important"	"BA"
"R_BPpo8II83Abxe9z"	"Quebec"	.4061206		51	0		"Not important at all"	"MA+"
"R_BPtRFnv9mlxACPL"	"Ontario"	.4029644	0	69	0	0	"Not very important"	"MA+"
"R_BPv59KiZbDI3v3P"	"Quebec"	.4061206	0	59	0	1	"Somewhat important"	"BA"
"R_BPvPXne8p71QlON"	"Ontario"	.4029644	1	74	0	0		"Some PS"
"R_BQFb6ebkw1hGxlT"	"British Columbia"	.3463819	0	73	1	1	"Not important at all"	"Some PS"
"R_BQI7jORUkia7w7n"	"New Brunswick"	.9185403		29	0		"Not important at all"	"BA"
"R_BQWTBnewmyN1W5b"	"Ontario"	1.757969		49	0			"College"
"R_BQbIVwlDwyRNGrT"	"Ontario"	.6656307	0	37	1	1		"BA"
"R_BQwuR3qBfG5fxJL"	"Quebec"	.8428035	1	59	0	1	"Not important at all"	"Some PS"
"R_BQxKMWMopUzSXMB"	"Ontario"	.4029644	0	74	0	0	"Not very important"	"Some PS"
"R_BRiCgFi4VJ3WfKh"	"Ontario"	1.032227	0	33	0	1		"BA"
"R_BRn9PbopmN3bABP"	"Ontario"	3.730472		46	0			"HS"
"R_BRoNef5615trF97"	"Ontario"	.4920129	0	64	1	1		"Some PS"
"R_BRqadmSnfLflNx7"	"Ontario"	2.142134	0	33	0	0	"Not very important"	"College"
"R_BS23zxjQQQZCQ25"	"Ontario"	.6656307	0	41	1	1	"Not important at all"	"MA+"
"R_BS28JvzH3cye2ZP"	"Alberta"	.3326543	1	75	0	0	"Very important"	"BA"
"R_BSzTIXJS07Vcnfz"	"Alberta"	.6695687	0	29	1	1		"MA+"
"R_BVB71yjTmvHGBKV"	"Ontario"	.8110893	0	24	1	1		"BA"
"R_BVVptOBUosnQnIt"	"Ontario"	1.021052	0	62	1	1		"College"
"R_BVZD3zFfwhGk2oV"	"Ontario"	.6656307	0	44	1	1		"BA"
"R_BVp0CnT6sA8VYOJ"	"Ontario"	.4029644	0	76	0	1	"Not very important"	"BA"
"R_BVvdxYuJXuRzQRj"	"Ontario"	.8110893		22	1		"Very important"	"Some PS"
"R_BVwMhjHGbWdDzEt"	"Ontario"	1.394389	1	78	1	1	"Very important"	"HS"
"R_BWcWlQd6doBqR7H"	"Ontario"	1.021052	1	59	1	0	"Very important"	"College"
"R_BWyTavgsnu0et1L"	"Ontario"	1.021052	0	57	1	1	"Somewhat important"	"Some PS"
"R_BX0BL7NuPqmohFv"	"Ontario"	.4920129	0	64	1	1	"Not very important"	"BA"
"R_BXQiXynS85MH9y9"	"Quebec"	1.150966	0	72	0	1	"Not very important"	"HS"
"R_BXsZAByMpEFnikV"	"Manitoba"	1.329296		27	1		"Not important at all"	"College"
"R_BYas8op8nz7QxrP"	"Quebec"	1.40531		51	1		"Not very important"	"HS"
"R_BYgEk6zLQeroceJ"	"Nova Scotia"	.6045221	0	39	1	1		"MA+"
"R_BYqInbEpgzjbMfn"	"Quebec"	1.901206	0	42	1	1	"Not very important"	"HS"
"R_BYtsua2SB58uGeR"	"Quebec"	.4061206		61	0		"Not very important"	"BA"
"R_BYy4UG5KsnEUyFr"	"Quebec"	.3191158	0	57	1	1	"Not very important"	"BA"
"R_BYyuMaNT7EK0NHz"	"Quebec"	.4061206		57	0		"Not very important"	"BA"
"R_BYzoIF9JfUYYsg1"	"Ontario"	.6656307		36	1			"BA"
"R_BqPEKQUZHX29sdz"	"Ontario"	.8110893	0	34	1	1		"BA"
"R_BqRHxsnXSPIVz5n"	"Quebec"	.4061206	1	55	0	1	"Somewhat important"	"BA"
"R_BqVBpnjcBUC5VkZ"	"Ontario"	.4029644	0	68	0	1	"Somewhat important"	"MA+"
"R_BrkWx5ZxBzvCush"	"New Brunswick"	.9085959		57	1		"Somewhat important"	"College"
"R_BsUXANZ7Xso82CR"	"Alberta"	1.464931	0	65	0	1	"Not important at all"	"HS"
"R_BsqcSfRpL0KdTEJ"	"New Brunswick"	.9085959	0	56	1	1	"Somewhat important"	"College"
"R_BsrFbd5VoJ7rzXz"	"Quebec"	.4061206	1	50	0	1	"Very important"	"Some PS"
"R_BsvAkGNsmfTMyhX"	"Quebec"	.4061206	0	50	0	1	"Not important at all"	"BA"
"R_Bt86Eedpiffx31v"	"Alberta"	.2613886	0	78	1	0	"Somewhat important"	"MA+"
"R_BtDE0hqXjuSFvCF"	"Nova Scotia"	.9374629		31	0		"Not important at all"	"BA"
"R_BteO9Ufc48YCIlr"	"Alberta"	.6903424	0	79	0	1		"Some PS"
"R_Btu2A6kxnhWQ49j"	"Ontario"	.6261567	0	55	0	1		"Some PS"
"R_BtywnYojLvpmqfD"	"Quebec"	.7967623		80	1		"Not very important"	"BA"
"R_Bu1gqftaDyFH5rr"	"Ontario"	.8471103		39	0			"MA+"
"R_Bud8EZuHoa4AlEd"	"Quebec"	1.091722		32	1			"College"
"R_BuiDImb8DBaRZTj"	"Nova Scotia"	.3659701	0	75	0	1	"Somewhat important"	"BA"
"R_BuknTRt81i6FBQJ"	"Ontario"	1.381353	0	47	1	1	"Somewhat important"	"Some PS"
"R_BwUjO5y1c2I7Al3"	"Quebec"	.4317231		42	1		"Not very important"	"Some PS"
"R_BwYqsXCeWS363M5"	"British Columbia"	1.710246	0	80	0	1	"Very important"	"BA"
"R_BxDnB8OZziw73DH"	"Quebec"	1.091722		26	1		"Not important at all"	"College"
"R_BxGfXiWOESjYlzj"	"Quebec"	.4317231	0	35	1	1	"Very important"	"BA"
"R_BxHUoT9BLYxN4tj"	"British Columbia"	.9266911	0	39	0	0	"Somewhat important"	"MA+"
"R_BxO6mGYcH2LNqO5"	"Quebec"	1.389372		33	0		"Not very important"	"Some PS"
"R_BxPt2KwPdaTHpip"	"Saskatchewan"	.4530686	1	67	0	1	"Very important"	"BA"
"R_BxZE5AoH4XXatHj"	"Ontario"	.8362538	1	72	0	0	"Not very important"	"Some PS"
"R_BxjaPKyyv119rrj"	"Quebec"	.4061206	1	50	0	1	"Very important"	"Some PS"
"R_Bxk5hQuXSYsThQd"	"Ontario"	2.166708	0	59	1	0	"Somewhat important"	"HS"
"R_Bxm1rQr6Qc88qSR"	"Nova Scotia"	.6045221	0	35	1	1	"Not important at all"	"BA"
"R_By9MTMYDzI2HFOF"	"Ontario"	1.032227		21	0			"Some PS"
"R_ByLJEZ09Pa3YfbX"	"Quebec"	1.150966		68	0		"Not important at all"	"HS"
"R_ByN3drxP6kFRq2B"	"Alberta"	.5169035		51	0		"Not important at all"	"BA"
"R_ByT5ksn3Ie3jCDf"	"Quebec"	.4317231		48	1			"BA"
"R_ByUCFj7u9rnMGNr"	"Manitoba"	.6405458		30	1		"Somewhat important"	"Some PS"
"R_ByWaL5GdceONW4V"	"Ontario"	1.757969		44	0		"Very important"	"College"
"R_BysEMHdyP2ha3Sh"	"Ontario"	.4920129		64	1		"Not important at all"	"BA"
"R_ByvgNzDcWUVrV5v"	"Quebec"	.4061206	0	64	0	0	"Not important at all"	"Some PS"
"R_BzSudvJH9dDdsfT"	"British Columbia"	.3463819	0	79	1	1	"Very important"	"BA"
"R_Bzy3yyH1f6MtsPf"	"Ontario"	2.549343		80	1		"Very important"	"College"
"R_C1Re9Lp4JvLQABX"	"British Columbia"	.6849803		57	0			"MA+"
"R_C201mYUMhWnCFPP"	"Ontario"	.8110893	0	29	1	0		"BA"
"R_C2JvNVW1CUiBwoF"	"Quebec"	.4061206	0	59	0	1	"Not very important"	"MA+"
"R_C2KpmZEwcLHpEs1"	"Ontario"	.8110893	1	34	1	1	"Very important"	"Some PS"
"R_C2cA9YTY9sTlNWp"	"British Columbia"	1.511123	0	42	1	0		"Some PS"
"R_C2e79QS3u8ExW4p"	"Quebec"	.4061206	0	62	0	1		"BA"
"R_C2hH8L7kyWdDbCV"	"Quebec"	.5260664	0	32	1	1	"Not very important"	"MA+"
"R_C3PzqdChst92tYl"	"Alberta"	1.072706	1	56	0	0	"Somewhat important"	"College"
"R_C3R8tRDApoDk7Gp"	"Quebec"	.4317231		38	1			"MA+"
"R_C3ppwU9KcrNM7cZ"	"Ontario"	1.394389		69	1		"Somewhat important"	"HS"
"R_C4aSVDo9P2eQUCt"	"Quebec"	2.948296		18	0			"HS"
"R_C4uKnFqR7XfzWfL"	"Quebec"	.4317231	0	48	1	0	"Not very important"	"MA+"
"R_C4woSSWNmYJDsRj"	"Quebec"	.8428035	1	53	0	1		"College"
"R_C775dZwVrZeLMnn"	"Quebec"	.4061206	1	52	0	0	"Very important"	"Some PS"
"R_C7S1BjTWILPfCx3"	"Ontario"	.6656307	0	37	1	1	"Not important at all"	"BA"
"R_C8NNa1NWlFfd0nT"	"Ontario"	.6571001		69	1		"Very important"	"Some PS"
"R_C8P33whDOhAjzdT"	"Manitoba"	.3182352	0	67	0	1	"Somewhat important"	"BA"
"R_C8QIAt4lpdv9y0x"	"Alberta"	1.464931	1	67	0	1	"Very important"	"HS"
"R_C90JNHBbgLsnQB3"	"Ontario"	2.931279	0	43	1	0		"HS"
"R_C9B3o8abpPvIEVj"	"Quebec"	1.788458	0	63	0	0	"Not important at all"	"HS"
"R_C9OHly8YnYYqhJn"	"Ontario"	3.571844	0	24	1	0	"Not important at all"	"Less than HS"
"R_C9PTEtDJan4l8HL"	"Quebec"	.6694947		33	0			"BA"
"R_C9RqHijF6Lryk9P"	"New Brunswick"	.5847288		69	1		"Not important at all"	"College"
"R_C9Vy1IVURkU14lj"	"Quebec"	1.40531	1	62	1	1	"Somewhat important"	"HS"
"R_C9pC9vqveOUsXBL"	"Saskatchewan"	.4530686	0	69	0	1	"Somewhat important"	"Some PS"
"R_C9y7GbN4MYJ0GPv"	"Ontario"	2.757445		63	0		"Somewhat important"	"Less than HS"
"R_CZFGwuYOxUB8CqZ"	"Alberta"	.6903424		69	0		"Somewhat important"	"College"
"R_CZXYwQLoZw4YnD3"	"Manitoba"	.3885599	0	63	1	0	"Somewhat important"	"BA"
"R_Ca9VEzbOiQxHClb"	"British Columbia"	.6849803	0	59	0	1		"BA"
"R_CakJdXN1O07SWAh"	"Quebec"	1.150966	0	77	0	0	"Not very important"	"HS"
"R_CaxpJ3u3zWo0meR"	"Quebec"	1.013994	0	83	0	1	"Somewhat important"	"MA+"
"R_CdKiTXkYDcvcn17"	"Quebec"	1.389372	1	23	0	0		"Some PS"
"R_CdagFVFm5dkD0bv"	"Alberta"	1.451235	1	41	0	1	"Not very important"	"College"
"R_CdiX1iUFNlR1OlH"	"Quebec"	.5260664		21	1			"Some PS"
"R_CeMQz8yMSDOMvUB"	"New Brunswick"	1.229215	1	45	1	0	"Very important"	"College"
"R_CeT7nXmWLiWDjWN"	"Ontario"	.6656307	0	43	1	1	"Not important at all"	"MA+"
"R_CeToQjrE9YMMA6J"	"Quebec"	.2613597		66	0		"Not important at all"	"BA"
"R_CenWoM5fbY74psR"	"Quebec"	.5423879	0	67	0	0	"Not important at all"	"College"
"R_Ceq0UoAqobYlmut"	"Ontario"	2.931279	0	36	1	0		"HS"
"R_CesOh49keD475nz"	"Quebec"	1.140206		37	0		"Not important at all"	"College"
"R_Cf2VXS640tbzP2N"	"Ontario"	.6656307	0	47	1	1	"Not important at all"	"BA"
"R_Cf8S2MxKA240kO5"	"Ontario"	1.394389	1	69	1	1	"Very important"	"HS"
"R_CfB4sH5Vxi1WnT3"	"Quebec"	.5260664		34	1		"Not very important"	"BA"
"R_CfalSDRWswCYNG1"	"Alberta"	1.788656	0	55	1	1		"HS"
"R_CfewwGhdgjPj9PX"	"Alberta"	1.464931		77	0		"Not very important"	"HS"
"R_CfgKNivFeZixhYJ"	"Ontario"	.3166359		70	1			"BA"
"R_Cg00Dt9VtJrp2md"	"Ontario"	.8110893		18	1		"Not very important"	"Some PS"
"R_Cgk8Nudi5yURGc9"	"Ontario"	.6656307	0	37	1	1	"Not very important"	"BA"
"R_CjCLVYeW8N8tHGx"	"Ontario"	.4920129	1	56	1	1	"Somewhat important"	"BA"
"R_CjG1kFJ2tXz9PIR"	"Quebec"	.8428035	0	55	0	1		"Some PS"
"R_CjeJmfrihtO5AhH"	"Ontario"	.6571001	0	66	1	1		"College"
"R_CjhylCgR0Mq4q09"	"British Columbia"	1.421508	1	62	0	1	"Very important"	"College"
"R_CjnwPjKqwpbbw77"	"Ontario"	.8110893		24	1		"Very important"	"BA"
"R_CkLFHqh82UFWIDf"	"British Columbia"	.4408205		65	0		"Not very important"	"BA"
"R_CkUtBp1aqoQOiNr"	"Ontario"	1.381353	0	48	1	1	"Somewhat important"	"College"
"R_CkaNxEj0aqmvPFf"	"Quebec"	.6694947	0	30	0	1		"MA+"
"R_CkudtyED0mDbSfv"	"Quebec"	.4317231		38	1			"BA"
"R_Cl76oUkA8QNMrZL"	"Quebec"	1.150966	1	74	0	0		"HS"
"R_ClB78JAr8qxSESt"	"Ontario"	.4029644	1	71	0	1	"Not important at all"	"MA+"
"R_ClBQ8LSdqo4t28x"	"Ontario"	1.77456	0	72	0	1	"Not very important"	"HS"
"R_ClEMMaU6K1lH1cJ"	"Quebec"	1.091722	0	20	1	0		"College"
"R_ClfT9rpVkFVjdVn"	"Quebec"	.2613597	0	66	0	0	"Very important"	"MA+"
"R_Clhew4Z7y3OdhQZ"	"Ontario"	1.021052		52	1			"College"
"R_ClhkxP1KAQKMj9n"	"Alberta"	.4061654	0	60	1	1	"Not important at all"	"BA"
"R_CmfPx9BaSNyi9up"	"Quebec"	.6694947	1	28	0	1	"Very important"	"BA"
"R_CmmBW86NvUVr5qp"	"Ontario"	.8110893	0	19	1	1	"Very important"	"Some PS"
"R_Cmqm6KoCvO9jy5X"	"Ontario"	.8110893	1	28	1	1	"Very important"	"BA"
"R_D0jhkAPO0vEFB6h"	"Ontario"	1.228448	0	82	1	1	"Not very important"	"BA"
"R_D0sPWkPLtiUXcgV"	"Ontario"	.8471103	0	40	0	1		"BA"
"R_D0sxUgXklirfPe9"	"Ontario"	.4920129	0	50	1	1	"Not very important"	"BA"
"R_D1ADhnqNgZd7KKt"	"Ontario"	.4920129		51	1		"Not important at all"	"BA"
"R_D1PC4Xr6Xu73s2J"	"Quebec"	1.389372	0	28	0	1	"Somewhat important"	"College"
"R_D1RYxGpD8YR32BX"	"Newfoundland and Labrador"	4.704599		48	0			"HS"
"R_D1S760RxwrDl1XX"	"British Columbia"	1.421508	0	62	0	1		"Some PS"
"R_D1oNdUjYaIwygpP"	"Quebec"	1.40531		63	1		"Somewhat important"	"HS"
"R_D1paQuehka3GRmF"	"Ontario"	1.021052		50	1		"Somewhat important"	"College"
"R_D2ILuDeequYJuN3"	"Saskatchewan"	1.160573		34	0		"Not very important"	"BA"
